ENSG00000013503	"Hsap38.chr12.106472371.106475922.-"
ENSG00000177879	"Hsap38.chr5.115878424.115879584.-"
ENSG00000283646	"Hsap38.chr3.46419728.46420195.-"
ENSG00000162782	"Hsap38.chr1.179685353.179686492.-"
ENSG00000065615	"Hsap38.chr6.83898083.83899957.-"
ENSG00000157764	"Hsap38.chr7.140763597.140766110.+"
ENSG00000250722	"Hsap38.chr5.42818265.42819065.+"
ENSG00000283633	"Hsap38.chr22.16613598.16614047.+"
ENSG00000204969	"Hsap38.chr5.140897949.140899613.-"
ENSG00000139970	"Hsap38.chr14.59666744.59667559.+"
ENSG00000137252	"Hsap38.chr6.55162285.55163043.+"
ENSG00000248373	"Hsap38.chr4.105082072.105082794.-"
ENSG00000180776	"Hsap38.chr13.21408549.21408965.-"
ENSG00000248740	"Hsap38.chr4.103396937.103397332.+"
ENSG00000169032	"Hsap38.chr15.66449762.66451471.+"
ENSG00000259732	"Hsap38.chr15.59126711.59127823.-"
ENSG00000121380	"Hsap38.chr12.12061287.12061673.+"
ENSG00000133805	"Hsap38.chr11.10470229.10470624.+"
ENSG00000106258	"Hsap38.chr7.99655411.99656232.-"
ENSG00000246316	"Hsap38.chr5.114531875.114533083.-"
ENSG00000164946	"Hsap38.chr9.14871958.14873658.-"
ENSG00000021826	"Hsap38.chr2.210508743.210509471.+"
ENSG00000116120	"Hsap38.chr2.222587999.222588304.+"
ENSG00000104611	"Hsap38.chr8.19368773.19369288.-"
ENSG00000169432	"Hsap38.chr2.166290719.166291156.+"
ENSG00000123213	"Hsap38.chr5.65847784.65849397.-"
ENSG00000085063	"Hsap38.chr11.33727293.33727952.+"
ENSG00000253363	"Hsap38.chr8.36575220.36576146.-"
ENSG00000154162	"Hsap38.chr5.22028160.22029617.+"
ENSG00000242715	"Hsap38.chr13.36269641.36270024.+"
ENSG00000230010	"Hsap38.chr20.18336694.18338394.+"
ENSG00000228876	"Hsap38.chr2.16231432.16233948.-"
ENSG00000110427	"Hsap38.chr11.33626544.33627653.-"
ENSG00000079263	"Hsap38.chr2.230261420.230261845.-"
ENSG00000249242	"Hsap38.chr4.82544927.82545412.+"
ENSG00000118492	"Hsap38.chr6.146793882.146794286.-"
ENSG00000171004	"Hsap38.chrX.132881564.132883138.-"
ENSG00000250125	"Hsap38.chr4.64995168.64996043.-"
ENSG00000181031	"Hsap38.chr17.271604.271891.-"
ENSG00000270641	"Hsap38.chrX.73803315.73803902.-"
ENSG00000148680	"Hsap38.chr10.90810326.90810907.+"
ENSG00000226937	"Hsap38.chr10.45009394.45011568.-"
ENSG00000232120	"Hsap38.chr6.64392718.64394010.+"
ENSG00000249378	"Hsap38.chr4.188560163.188560921.-"
ENSG00000136011	"Hsap38.chr12.103608509.103609912.-"
ENSG00000162390	"Hsap38.chr1.54632184.54633128.+"
ENSG00000007237	"Hsap38.chr17.9993396.9994781.+"
ENSG00000075223	"Hsap38.chr7.80861833.80862339.+"
ENSG00000249901	"Hsap38.chr4.158501910.158502401.-"
ENSG00000128510	"Hsap38.chr7.130315101.130315604.-"
ENSG00000203356	"Hsap38.chr1.51229182.51229472.+"
ENSG00000164125	"Hsap38.chr4.158152498.158152977.+"
ENSG00000154175	"Hsap38.chr3.100936180.100936629.-"
ENSG00000184305	"Hsap38.chr4.90675948.90679796.-"
ENSG00000159495	"Hsap38.chr15.43290845.43291288.-"
ENSG00000144357	"Hsap38.chr2.169972142.169973518.+"
ENSG00000225258	"Hsap38.chr2.180587297.180588619.-"
ENSG00000188596	"Hsap38.chr12.96613798.96614739.+"
ENSG00000102189	"Hsap38.chr12.92919367.92921541.+"
ENSG00000171847	"Hsap38.chr12.8224015.8224431.-"
ENSG00000173517	"Hsap38.chr15.77323071.77324057.+"
ENSG00000075539	"Hsap38.chr4.48713720.48715060.+"
ENSG00000184500	"Hsap38.chr3.93941342.93942496.+"
ENSG00000231365	"Hsap38.chr1.119152419.119153711.-"
ENSG00000140600	"Hsap38.chr15.83451026.83453032.-"
ENSG00000229846	"Hsap38.chr1.49070298.49070894.-"
ENSG00000138685	"Hsap38.chr4.122869090.122869971.-"
ENSG00000258312	"Hsap38.chr12.98205727.98206155.+"
ENSG00000175105	"Hsap38.chr3.88098860.88099210.+"
ENSG00000071189	"Hsap38.chr7.17810774.17811226.+"
ENSG00000114656	"Hsap38.chr3.128921547.128922023.+"
ENSG00000166206	"Hsap38.chr15.26617234.26618622.+"
ENSG00000185345	"Hsap38.chr6.162664929.162665531.+"
ENSG00000251471	"Hsap38.chr3.139851641.139852306.-"
ENSG00000243243	"Hsap38.chr7.116296607.116297110.+"
ENSG00000177694	"Hsap38.chr3.174830382.174832598.-"
ENSG00000177694	"Hsap38.chr3.175783556.175785772.-"
ENSG00000236532	"Hsap38.chr21.28164157.28164687.+"
ENSG00000257636	"Hsap38.chr14.30477069.30479111.+"
ENSG00000237473	"Hsap38.chr3.173279194.173279973.+"
ENSG00000204518	"Hsap38.chr1.12653970.12654230.-"
ENSG00000280241	"Hsap38.chr4.154171159.154172238.-"
ENSG00000067715	"Hsap38.chr12.79041592.79043694.-"
ENSG00000133773	"Hsap38.chr12.82312269.82313498.-"
ENSG00000146276	"Hsap38.chr6.89227273.89228784.-"
ENSG00000251339	"Hsap38.chr4.58929619.58931151.+"
ENSG00000250905	"Hsap38.chr4.149670007.149670585.-"
ENSG00000137960	"Hsap38.chr1.78084635.78085174.-"
ENSG00000130338	"Hsap38.chr6.158298350.158298892.-"
ENSG00000257747	"Hsap38.chr12.81976149.81976478.+"
ENSG00000184083	"Hsap38.chrX.54118935.54122786.-"
ENSG00000243620	"Hsap38.chr3.147064566.147065462.+"
ENSG00000257165	"Hsap38.chr12.78509191.78510609.+"
ENSG00000250333	"Hsap38.chr4.57619947.57621419.-"
ENSG00000235724	"Hsap38.chr2.161290046.161290720.+"
ENSG00000156219	"Hsap38.chr4.76045898.76046503.-"
ENSG00000143469	"Hsap38.chr1.210113394.210114080.-"
ENSG00000087008	"Hsap38.chr4.8423397.8425310.+"
ENSG00000118777	"Hsap38.chr4.88183641.88184219.+"
ENSG00000170456	"Hsap38.chr12.31551489.31552202.-"
ENSG00000225548	"Hsap38.chr3.27816970.27818136.-"
ENSG00000237352	"Hsap38.chr1.58961771.58963102.+"
ENSG00000174749	"Hsap38.chr4.112192567.112194876.-"
ENSG00000138398	"Hsap38.chr2.169617641.169617976.-"
ENSG00000086015	"Hsap38.chr1.45963573.45963902.-"
ENSG00000163629	"Hsap38.chr4.86636850.86638031.+"
ENSG00000197721	"Hsap38.chr1.207733595.207734512.+"
ENSG00000100991	"Hsap38.chr20.35073311.35073991.-"
ENSG00000173838	"Hsap38.chr17.62784180.62784962.+"
ENSG00000284697	"Hsap38.chr12.8106814.8107119.-"
ENSG00000184752	"Hsap38.chr12.94998179.94998490.+"
ENSG00000196946	"Hsap38.chr12.8160715.8161203.-"
ENSG00000166974	"Hsap38.chr18.35033300.35033587.+"
ENSG00000250488	"Hsap38.chr4.159711324.159712553.-"
ENSG00000140873	"Hsap38.chr16.77256131.77256832.-"
ENSG00000249425	"Hsap38.chr4.160584051.160584797.+"
ENSG00000159082	"Hsap38.chr21.32660112.32660744.+"
ENSG00000168843	"Hsap38.chr4.161617829.161618647.-"
ENSG00000031691	"Hsap38.chr6.49475161.49476075.+"
ENSG00000185697	"Hsap38.chr8.66576797.66577948.+"
ENSG00000109618	"Hsap38.chr4.25135746.25136291.+"
ENSG00000169372	"Hsap38.chr12.93873552.93873995.-"
ENSG00000134108	"Hsap38.chr3.5145956.5146615.-"
ENSG00000118596	"Hsap38.chr12.59753213.59755414.+"
ENSG00000156234	"Hsap38.chr4.77519729.77521012.-"
ENSG00000139364	"Hsap38.chr12.125479707.125481053.+"
ENSG00000280350	"Hsap38.chr20.21654757.21655158.+"
ENSG00000231246	"Hsap38.chr1.112225044.112226855.+"
ENSG00000182670	"Hsap38.chr21.37112893.37113414.+"
ENSG00000072274	"Hsap38.chr3.196030233.196030724.+"
ENSG00000203972	"Hsap38.chr6.49504213.49505235.-"
ENSG00000117262	"Hsap38.chr1.145652065.145652508.-"
ENSG00000173926	"Hsap38.chr5.126892004.126893335.-"
ENSG00000255248	"Hsap38.chr11.122551111.122552700.+"
ENSG00000178234	"Hsap38.chr7.152031870.152033108.-"
ENSG00000162407	"Hsap38.chr1.56611958.56612368.+"
ENSG00000229212	"Hsap38.chr15.85224519.85225067.+"
ENSG00000176273	"Hsap38.chr10.93931236.93932363.+"
ENSG00000166926	"Hsap38.chr11.60344229.60344657.-"
ENSG00000284686	"Hsap38.chr1.56365420.56369061.+"
ENSG00000260971	"Hsap38.chr1.56365420.56369061.+"
ENSG00000258416	"Hsap38.chr14.79933796.79934425.-"
ENSG00000211448	"Hsap38.chr14.80367444.80368868.-"
ENSG00000258766	"Hsap38.chr14.80367444.80368868.-"
ENSG00000018699	"Hsap38.chr2.32661579.32662121.-"
ENSG00000250012	"Hsap38.chr3.126093341.126093766.+"
ENSG00000275212	"Hsap38.chr12.126032713.126033345.+"
ENSG00000255595	"Hsap38.chr12.126299232.126303080.-"
ENSG00000249993	"Hsap38.chr3.133431839.133432912.+"
ENSG00000144868	"Hsap38.chr3.133145474.133146247.-"
ENSG00000182667	"Hsap38.chr11.132323796.132324401.+"
ENSG00000103740	"Hsap38.chr15.78186449.78188293.+"
ENSG00000253658	"Hsap38.chr8.69022553.69023632.+"
ENSG00000170819	"Hsap38.chr3.133431839.133432912.+"
ENSG00000232593	"Hsap38.chrX.53161534.53162007.-"
ENSG00000238207	"Hsap38.chr2.117781802.117782944.+"
ENSG00000173588	"Hsap38.chr12.94357484.94358227.+"
ENSG00000110031	"Hsap38.chr11.58535467.58535895.+"
ENSG00000240403	"Hsap38.chr19.54863610.54865295.-"
ENSG00000255422	"Hsap38.chr11.118722384.118723847.-"
ENSG00000230975	"Hsap38.chr2.80819028.80819459.+"
ENSG00000274903	"Hsap38.chr6.160777854.160778477.+"
ENSG00000249330	"Hsap38.chr4.46411121.46411534.-"
ENSG00000151834	"Hsap38.chr4.46437404.46438216.+"
ENSG00000197535	"Hsap38.chr15.52474200.52474781.-"
ENSG00000285053	"Hsap38.chr1.235383316.235384041.-"
ENSG00000117054	"Hsap38.chr1.75781420.75782013.+"
ENSG00000138193	"Hsap38.chr10.94161560.94162507.-"
ENSG00000250406	"Hsap38.chr4.144867604.144868140.+"
ENSG00000097096	"Hsap38.chr1.85185940.85186476.-"
ENSG00000283897	"Hsap38.chr5.127220442.127220963.+"
ENSG00000282057	"Hsap38.chr1.85511595.85512878.+"
ENSG00000153904	"Hsap38.chr1.85511595.85512878.+"
ENSG00000110013	"Hsap38.chr11.124687622.124687945.+"
ENSG00000228189	"Hsap38.chr9.88632313.88632858.-"
ENSG00000257842	"Hsap38.chr14.26629489.26633340.-"
ENSG00000151572	"Hsap38.chr12.100934534.100935484.-"
ENSG00000223653	"Hsap38.chr1.85443685.85444344.-"
ENSG00000183470	"Hsap38.chr7.132674694.132675827.-"
ENSG00000064199	"Hsap38.chr11.124687622.124687945.+"
ENSG00000227160	"Hsap38.chr11.32146623.32147180.+"
ENSG00000165409	"Hsap38.chr14.81117796.81118764.+"
ENSG00000258081	"Hsap38.chr14.27045135.27046265.+"
ENSG00000154415	"Hsap38.chr7.114058792.114059280.+"
ENSG00000164162	"Hsap38.chr4.145015989.145017437.+"
ENSG00000186871	"Hsap38.chrX.72226909.72227370.+"
ENSG00000240198	"Hsap38.chr3.56948899.56949354.+"
ENSG00000254469	"Hsap38.chr11.71889492.71890157.+"
ENSG00000163947	"Hsap38.chr3.56948899.56949354.+"
ENSG00000102309	"Hsap38.chrX.72226909.72227370.+"
ENSG00000100629	"Hsap38.chr14.80888248.80888676.+"
ENSG00000177359	"Hsap38.chr12.31166545.31166979.+"
ENSG00000172403	"Hsap38.chr4.118862320.118862727.-"
ENSG00000285300	"Hsap38.chr10.71017573.71018538.-"
ENSG00000258526	"Hsap38.chr14.39477947.39478735.-"
ENSG00000103599	"Hsap38.chr15.67449725.67450606.-"
ENSG00000224652	"Hsap38.chr3.196153878.196154198.-"
ENSG00000102908	"Hsap38.chr16.69665185.69666639.+"
ENSG00000164303	"Hsap38.chr4.184210182.184212644.+"
ENSG00000284959	"Hsap38.chr14.81117796.81118764.+"
ENSG00000143669	"Hsap38.chr1.235849257.235850027.+"
ENSG00000111371	"Hsap38.chr12.46249991.46250683.+"
ENSG00000256732	"Hsap38.chr12.126613457.126613900.-"
ENSG00000263961	"Hsap38.chr1.206057742.206058290.+"
ENSG00000203825	"Hsap38.chr1.143559885.143562167.-"
ENSG00000170522	"Hsap38.chr4.110080659.110081951.+"
ENSG00000187391	"Hsap38.chr7.78291388.78293265.+"
ENSG00000186007	"Hsap38.chr1.205402587.205404503.-"
ENSG00000198836	"Hsap38.chr3.193602686.193603174.-"
ENSG00000138798	"Hsap38.chr4.109935341.109936039.-"
ENSG00000240606	"Hsap38.chr6.122744760.122745350.-"
ENSG00000068885	"Hsap38.chr3.160323800.160325467.+"
ENSG00000117528	"Hsap38.chr1.94445689.94446621.+"
ENSG00000226835	"Hsap38.chr1.94289423.94289821.-"
ENSG00000256149	"Hsap38.chr12.118904747.118905361.-"
ENSG00000119616	"Hsap38.chr14.74728491.74730149.-"
ENSG00000054611	"Hsap38.chr22.46819167.46819460.-"
ENSG00000137808	"Hsap38.chr15.68993023.68993697.-"
ENSG00000172456	"Hsap38.chr1.59649061.59650107.-"
ENSG00000117971	"Hsap38.chr15.78723364.78724440.+"
ENSG00000251216	"Hsap38.chr4.173964923.173965222.-"
ENSG00000186094	"Hsap38.chr1.49875377.49879225.-"
ENSG00000144820	"Hsap38.chr3.100619105.100620604.+"
ENSG00000186297	"Hsap38.chr15.26904793.26905173.-"
ENSG00000144290	"Hsap38.chr2.161527179.161528348.-"
ENSG00000170293	"Hsap38.chr3.32264743.32266530.+"
ENSG00000258859	"Hsap38.chr14.87355652.87357052.-"
ENSG00000259560	"Hsap38.chr15.87511851.87515699.+"
ENSG00000284608	"Hsap38.chr2.46473468.46474595.-"
ENSG00000230561	"Hsap38.chr5.127734147.127736519.-"
ENSG00000077254	"Hsap38.chr1.77746566.77746901.+"
ENSG00000240527	"Hsap38.chr10.95852814.95854913.-"
ENSG00000227906	"Hsap38.chr20.10162240.10163430.+"
ENSG00000111058	"Hsap38.chr12.81068351.81069805.+"
ENSG00000250392	"Hsap38.chr4.119950241.119952796.-"
ENSG00000250183	"Hsap38.chr4.119950241.119952796.-"
ENSG00000114933	"Hsap38.chr2.206034268.206034753.+"
ENSG00000157168	"Hsap38.chr8.31852859.31854388.-"
ENSG00000259543	"Hsap38.chr15.81700194.81702572.+"
ENSG00000173157	"Hsap38.chr12.43474010.43476787.+"
ENSG00000150527	"Hsap38.chr14.39262479.39263465.-"
ENSG00000258551	"Hsap38.chr15.91580966.91582012.-"
ENSG00000172421	"Hsap38.chr17.62400865.62402940.-"
ENSG00000144681	"Hsap38.chr3.36466580.36467377.-"
ENSG00000225725	"Hsap38.chr8.7965869.7966153.-"
ENSG00000146555	"Hsap38.chr7.3813332.3815506.-"
ENSG00000173480	"Hsap38.chr19.57901215.57902159.+"
ENSG00000269476	"Hsap38.chr19.57901215.57902159.+"
ENSG00000083828	"Hsap38.chr19.57816167.57816454.+"
ENSG00000135250	"Hsap38.chr7.105258639.105259262.+"
ENSG00000242950	"Hsap38.chr7.92468768.92470387.-"
ENSG00000268083	"Hsap38.chr19.38826195.38827232.+"
ENSG00000198590	"Hsap38.chr3.37426983.37427747.-"
ENSG00000240423	"Hsap38.chr3.107886385.107888376.-"
ENSG00000135537	"Hsap38.chr6.108515393.108516832.+"
ENSG00000138771	"Hsap38.chr4.76482003.76483223.+"
ENSG00000033122	"Hsap38.chr1.69883185.69886190.-"
ENSG00000135241	"Hsap38.chr7.108507765.108509969.+"
ENSG00000196951	"Hsap38.chr4.140338069.140338434.+"
ENSG00000272180	"Hsap38.chr2.56174084.56175226.+"
ENSG00000143156	"Hsap38.chr1.169251781.169255350.-"
ENSG00000241280	"Hsap38.chr3.101967352.101967903.-"
ENSG00000163535	"Hsap38.chr2.200562998.200564077.-"
ENSG00000151881	"Hsap38.chr5.43463155.43464177.+"
ENSG00000182168	"Hsap38.chr4.95172530.95173759.-"
ENSG00000012817	"Hsap38.chrY.19724547.19724912.+"
ENSG00000145348	"Hsap38.chr4.106215323.106217317.+"
ENSG00000235564	"Hsap38.chr21.23967187.23967657.-"
ENSG00000182504	"Hsap38.chr3.101739886.101740605.+"
ENSG00000136045	"Hsap38.chr12.107707184.107707621.-"
ENSG00000233295	"Hsap38.chr8.7295388.7295831.+"
ENSG00000248330	"Hsap38.chr4.135906815.135907207.-"
ENSG00000147050	"Hsap38.chrX.44985347.44985766.-"
ENSG00000214797	"Hsap38.chr11.59282733.59283176.+"
ENSG00000250101	"Hsap38.chr5.177974979.177975341.-"
ENSG00000104660	"Hsap38.chr8.30147650.30148159.-"
ENSG00000261190	"Hsap38.chr16.52018389.52018913.+"
ENSG00000274282	"Hsap38.chrY.19258464.19258823.+"
ENSG00000259485	"Hsap38.chr15.97372968.97376543.-"
ENSG00000254996	"Hsap38.chr5.140455074.140455886.+"
ENSG00000122884	"Hsap38.chr10.73025515.73025838.+"
ENSG00000138375	"Hsap38.chr2.216458630.216459154.+"
ENSG00000164344	"Hsap38.chr4.186243994.186244944.-"
ENSG00000127325	"Hsap38.chr12.69644593.69644850.-"
ENSG00000255470	"Hsap38.chr11.18160057.18161739.+"
ENSG00000198671	"Hsap38.chr12.65032119.65033006.-"
ENSG00000246541	"Hsap38.chr4.94144121.94144858.-"
ENSG00000249837	"Hsap38.chr4.124231540.124233126.-"
ENSG00000233048	"Hsap38.chr20.12942855.12943226.+"
ENSG00000160145	"Hsap38.chr3.124154178.124154729.+"
ENSG00000143376	"Hsap38.chr1.151671712.151672419.-"
ENSG00000249125	"Hsap38.chr4.123512901.123513626.-"
ENSG00000044524	"Hsap38.chr3.89461089.89464895.-"
ENSG00000145375	"Hsap38.chr4.122940992.122941858.-"
ENSG00000230114	"Hsap38.chr1.49259255.49262296.+"
ENSG00000151790	"Hsap38.chr4.155895052.155895597.+"
ENSG00000090612	"Hsap38.chr12.133198304.133199812.-"
ENSG00000259867	"Hsap38.chr16.80222996.80223991.+"
ENSG00000196387	"Hsap38.chr12.133091948.133093060.-"
ENSG00000258214	"Hsap38.chr12.59393934.59394374.+"
ENSG00000114757	"Hsap38.chr3.179997675.179998028.+"
ENSG00000205858	"Hsap38.chr7.16572546.16573067.+"
ENSG00000196369	"Hsap38.chr1.144966682.144969942.+"
ENSG00000142192	"Hsap38.chr21.25921956.25922966.+"
ENSG00000284770	"Hsap38.chr1.235383316.235384041.-"
ENSG00000138792	"Hsap38.chr4.110406071.110409271.-"
ENSG00000255146	"Hsap38.chr11.58048653.58050674.+"
ENSG00000114790	"Hsap38.chr3.154202786.154203157.-"
ENSG00000137968	"Hsap38.chr1.75384164.75388003.+"
ENSG00000055147	"Hsap38.chr5.154020710.154021681.+"
ENSG00000106018	"Hsap38.chr7.159079536.159080654.+"
ENSG00000224857	"Hsap38.chr1.121578199.121579602.+"
ENSG00000162643	"Hsap38.chr1.85009860.85010444.+"
ENSG00000231752	"Hsap38.chr1.121533458.121535224.-"
ENSG00000037749	"Hsap38.chr5.154126200.154126946.+"
ENSG00000243486	"Hsap38.chr3.153930377.153930712.-"
ENSG00000197852	"Hsap38.chr1.111683932.111685284.+"
ENSG00000224506	"Hsap38.chr6.125704315.125704695.-"
ENSG00000254186	"Hsap38.chr5.162691592.162694075.-"
ENSG00000163285	"Hsap38.chr4.46053973.46054998.-"
ENSG00000249036	"Hsap38.chr4.77394769.77395455.-"
ENSG00000231698	"Hsap38.chr11.131316142.131316873.+"
ENSG00000129048	"Hsap38.chr3.132609500.132610231.+"
ENSG00000260661	"Hsap38.chr15.92252487.92253272.+"
ENSG00000180479	"Hsap38.chr19.37556943.37557467.-"
ENSG00000180479	"Hsap38.chr19.37558191.37558715.-"
ENSG00000132832	"Hsap38.chr20.44673489.44674274.+"
ENSG00000163406	"Hsap38.chr3.121932982.121936398.-"
ENSG00000186684	"Hsap38.chr2.127212422.127213402.+"
ENSG00000172260	"Hsap38.chr1.71890163.71894014.+"
ENSG00000258077	"Hsap38.chr12.75729907.75731202.+"
ENSG00000164309	"Hsap38.chr5.79779134.79782982.-"
ENSG00000116183	"Hsap38.chr1.176814664.176815077.-"
ENSG00000155657	"Hsap38.chr2.178655123.178655470.+"
ENSG00000155657	"Hsap38.chr2.178659383.178659730.+"
ENSG00000070019	"Hsap38.chr12.14636296.14636658.+"
ENSG00000166069	"Hsap38.chr15.37956792.37957472.+"
ENSG00000095110	"Hsap38.chr11.114536901.114538304.+"
ENSG00000066827	"Hsap38.chr8.134670519.134671628.+"
ENSG00000115392	"Hsap38.chr2.58174904.58175788.+"
ENSG00000188558	"Hsap38.chr1.248516138.248517016.-"
ENSG00000180999	"Hsap38.chr1.172435573.172436295.+"
ENSG00000169126	"Hsap38.chr10.27902899.27903363.+"
ENSG00000185483	"Hsap38.chr1.63926467.63927555.-"
ENSG00000240747	"Hsap38.chr3.42861482.42861835.+"
ENSG00000139971	"Hsap38.chr14.58035061.58036848.+"
ENSG00000067208	"Hsap38.chr1.92547521.92548570.+"
ENSG00000245768	"Hsap38.chr16.58915525.58916766.-"
ENSG00000249767	"Hsap38.chr4.9124658.9125758.+"
ENSG00000244731	"Hsap38.chr6.31988869.31989237.-"
ENSG00000215159	"Hsap38.chr12.64776998.64777438.+"
ENSG00000152208	"Hsap38.chr4.93638529.93642377.-"
ENSG00000235202	"Hsap38.chr1.117316599.117316907.-"
ENSG00000134247	"Hsap38.chr1.116978235.116979812.+"
ENSG00000139323	"Hsap38.chr12.89444376.89445077.+"
ENSG00000138738	"Hsap38.chr4.120743387.120747226.+"
ENSG00000153936	"Hsap38.chr1.86988469.86989080.+"
ENSG00000178104	"Hsap38.chr1.149036937.149037281.-"
ENSG00000050344	"Hsap38.chr7.26165429.26165893.-"
ENSG00000283374	"Hsap38.chr3.126587765.126588412.-"
ENSG00000182901	"Hsap38.chr1.240897168.240897872.-"
ENSG00000196104	"Hsap38.chr4.166757840.166760899.+"
ENSG00000249409	"Hsap38.chr4.120645117.120645614.-"
ENSG00000273819	"Hsap38.chr11.67850332.67851351.-"
ENSG00000228420	"Hsap38.chr1.109841780.109844164.+"
ENSG00000283601	"Hsap38.chr11.60581856.60582356.+"
ENSG00000114805	"Hsap38.chr3.155471034.155473304.+"
ENSG00000236915	"Hsap38.chr1.86679302.86683150.-"
ENSG00000016602	"Hsap38.chr1.86556197.86556508.-"
ENSG00000228204	"Hsap38.chr7.50902281.50903018.+"
ENSG00000131558	"Hsap38.chr7.133889643.133891808.-"
ENSG00000273071	"Hsap38.chr1.147229278.147230252.-"
ENSG00000109265	"Hsap38.chr4.56074677.56075345.-"
ENSG00000163960	"Hsap38.chr3.196383980.196384969.+"
ENSG00000132938	"Hsap38.chr13.29041864.29042622.-"
ENSG00000284003	"Hsap38.chr2.131377045.131377938.+"
ENSG00000259673	"Hsap38.chr15.67449725.67450606.-"
ENSG00000056277	"Hsap38.chrX.130252641.130253180.+"
ENSG00000153898	"Hsap38.chr1.84979403.84979834.+"
ENSG00000257474	"Hsap38.chr12.79542765.79543172.+"
ENSG00000135932	"Hsap38.chr2.230803026.230803631.+"
ENSG00000021645	"Hsap38.chr14.79126542.79129646.-"
ENSG00000185038	"Hsap38.chr2.233825073.233825498.-"
ENSG00000226576	"Hsap38.chr10.48992409.48992720.-"
ENSG00000152910	"Hsap38.chr16.76434208.76434867.-"
ENSG00000250137	"Hsap38.chr4.23616735.23620178.+"
ENSG00000116147	"Hsap38.chr1.175437249.175438658.+"
ENSG00000120332	"Hsap38.chr1.175104392.175105102.-"
ENSG00000229105	"Hsap38.chr9.116510403.116512100.-"
ENSG00000039537	"Hsap38.chr5.41237189.41238448.+"
ENSG00000268889	"Hsap38.chr19.51400470.51400931.-"
ENSG00000268144	"Hsap38.chr19.51400470.51400931.-"
ENSG00000160219	"Hsap38.chrX.154688826.154691210.+"
ENSG00000173905	"Hsap38.chr3.168014543.168016834.+"
ENSG00000229805	"Hsap38.chr2.56079720.56080361.+"
ENSG00000134769	"Hsap38.chr18.34554162.34555562.-"
ENSG00000166575	"Hsap38.chr11.87163258.87165711.-"
ENSG00000117477	"Hsap38.chr1.169411640.169412209.+"
ENSG00000237499	"Hsap38.chr6.137839263.137839796.-"
ENSG00000007952	"Hsap38.chrX.100868768.100870372.-"
ENSG00000147202	"Hsap38.chrX.97579911.97581893.-"
ENSG00000272865	"Hsap38.chr1.242175477.242175938.+"
ENSG00000204677	"Hsap38.chr5.178024927.178026717.-"
ENSG00000152284	"Hsap38.chr2.85225768.85226184.-"
ENSG00000104755	"Hsap38.chr8.39811293.39812042.+"
ENSG00000170927	"Hsap38.chr6.51668261.51670603.-"
ENSG00000237813	"Hsap38.chr7.116410828.116412699.+"
ENSG00000184304	"Hsap38.chr14.30174486.30175691.-"
ENSG00000274775	"Hsap38.chrX.130449543.130451564.-"
ENSG00000267188	"Hsap38.chr19.44419243.44419587.+"
ENSG00000157077	"Hsap38.chr1.52171394.52173454.-"
ENSG00000213512	"Hsap38.chr1.89158235.89158864.+"
ENSG00000272710	"Hsap38.chr3.75553229.75554341.+"
ENSG00000230375	"Hsap38.chr6.52864918.52865460.+"
ENSG00000115221	"Hsap38.chr2.160184225.160185355.+"
ENSG00000255733	"Hsap38.chr12.68046942.68047748.-"
ENSG00000181744	"Hsap38.chr3.144025417.144025848.+"
ENSG00000162600	"Hsap38.chr1.58492359.58493687.+"
ENSG00000178636	"Hsap38.chr4.119201055.119201732.+"
ENSG00000139173	"Hsap38.chr12.43909593.43912289.+"
ENSG00000258932	"Hsap38.chr14.27459616.27461658.-"
ENSG00000234736	"Hsap38.chr10.49125869.49127749.-"
ENSG00000116473	"Hsap38.chr1.111683932.111685284.+"
ENSG00000164574	"Hsap38.chr5.154247788.154248168.-"
ENSG00000147724	"Hsap38.chr8.138336287.138339052.+"
ENSG00000144426	"Hsap38.chr2.203102289.203102999.-"
ENSG00000255319	"Hsap38.chr11.71743689.71744381.+"
ENSG00000233723	"Hsap38.chr2.58692392.58692706.+"
ENSG00000182993	"Hsap38.chr12.14863140.14863871.-"
ENSG00000140057	"Hsap38.chr14.96429168.96430214.-"
ENSG00000233115	"Hsap38.chr8.8014535.8014978.-"
ENSG00000164100	"Hsap38.chr4.118149333.118150301.-"
ENSG00000158669	"Hsap38.chr8.41592247.41592585.-"
